filename	format	sha256	preliminary_categories	preview
Desafios_-_Aula_3__Design_com_IA.md	md	1edad021e88b9345d98ad8bd64b46fbe22d52b25988013f518a5cb5beec83b14	REFERENCE;TEMPLATE	# Desafios - Aula 3: Design com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) --- ## Introdução Os desafios propostos visam estimular a sua criatividade e aprofundar a sua capacidade de utilizar as ferramentas de IA para design em cenários mais complexos e com maior liberdade. Estes desafios encorajam a experimentação e a aplicação prática do conhecimento adquirido, sempre com um foco na realidade angolana. ## Desafio 1: Campanha de Consciencialização Social **Cenário:** Uma ONG angolana, "Vozes da Esperança", está a lançar uma campanha de consciencialização sobre a importância da educação infantil nas comunidades rurais de Angola. Eles precisam de materiais visuais impactantes para as redes sociais e para distribuição local. **Tarefa:** Crie um conjunto de 3 a 5 peças visuais (imagens, infográficos simples, posts para redes sociais) para a campanha "Educar para o Futuro" da ONG "Vozes da Esperança". **Requisitos:** * Utilize uma ou mais ferramentas de IA para criar as peças. * As peças devem ser visualmente coerentes e transmitir uma mensagem clara sobre a educação infantil em Angola. * Incorpo
desafios_aula1.md	md	858a9fa3f1abe30923cec47a48d9fcf3517a7e4f252e104541fe464608960ab2	REFERENCE;TEMPLATE	# Desafios - Aula 1: Introdução à IA e Conversando com Modelos de Linguagem **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Módulo:** Aula 1 - Introdução à IA (2 horas) Estes desafios são projetados para encorajar a exploração mais aprofundada e a aplicação criativa das ferramentas de IA conversacional, com foco em cenários complexos e relevantes para Angola. ## Desafio 1: O Consultor de IA para Negócios Locais (25 minutos) **Objetivo:** Utilizar a IA para desenvolver soluções criativas e estratégicas para problemas de negócios reais em Angola. **Cenário:** Escolha um dos seguintes cenários de negócios angolanos ou crie o seu próprio: 1. **Pequena Fazenda Agrícola em Benguela:** Um agricultor em Benguela quer expandir a sua produção de milho e batata-doce, mas enfrenta desafios com a gestão da água e o acesso a mercados. Como a IA pode ajudar a otimizar a irrigação, identificar novos mercados ou melhorar a logística de distribuição? 2. **Startup de Tecnologia em Luanda:** Uma startup em Luanda está a desenvolver uma aplicação móvel para conectar artesãos locais com turistas. Eles precisam de ajuda para definir as funcionalid
desafios_aula2.md	md	6d912a501f66cf5204c5ad5a68df9c2be19b1e22024d8f76023df8d7e40a2b19	REFERENCE;TEMPLATE	# Desafios - Aula 2: Produção de Conteúdo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) **Objetivo:** Aprofundar a aplicação da IA na criação de conteúdo, explorando cenários mais complexos e criativos. ## Instruções Gerais: Os desafios propostos exigem um pensamento mais crítico e criativo na utilização das ferramentas de IA. Os alunos são encorajados a combinar diferentes ferramentas e técnicas aprendidas na aula. É fundamental lembrar que a revisão humana é crucial para garantir a qualidade final do conteúdo gerado. ## Desafio 1: Campanha de Marketing Integrada **Cenário:** Uma nova empresa de transporte de mercadorias em Luanda, "Karga Rápida", quer lançar uma campanha de marketing digital para atrair pequenos e médios empresários que precisam de serviços de logística eficientes. **Tarefa:** Para este desafio, o aluno deve utilizar uma ferramenta de IA para gerar um conceito criativo para a campanha, que inclua um slogan e os principais pilares da mensagem. Com base neste conceito, deverá criar um rascunho de um e-mail de apresentação para potenciais clientes B2B, duas publicações pa
desafios_aula3.md	md	1edad021e88b9345d98ad8bd64b46fbe22d52b25988013f518a5cb5beec83b14	REFERENCE;TEMPLATE	# Desafios - Aula 3: Design com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) --- ## Introdução Os desafios propostos visam estimular a sua criatividade e aprofundar a sua capacidade de utilizar as ferramentas de IA para design em cenários mais complexos e com maior liberdade. Estes desafios encorajam a experimentação e a aplicação prática do conhecimento adquirido, sempre com um foco na realidade angolana. ## Desafio 1: Campanha de Consciencialização Social **Cenário:** Uma ONG angolana, "Vozes da Esperança", está a lançar uma campanha de consciencialização sobre a importância da educação infantil nas comunidades rurais de Angola. Eles precisam de materiais visuais impactantes para as redes sociais e para distribuição local. **Tarefa:** Crie um conjunto de 3 a 5 peças visuais (imagens, infográficos simples, posts para redes sociais) para a campanha "Educar para o Futuro" da ONG "Vozes da Esperança". **Requisitos:** * Utilize uma ou mais ferramentas de IA para criar as peças. * As peças devem ser visualmente coerentes e transmitir uma mensagem clara sobre a educação infantil em Angola. * Incorpo
desafios_aula4.md	md	c2fe704892d563f97408b3c0a90ea2d125c4368d687e1d9bd1fc4b11c31a398d	REFERENCE;TEMPLATE	# Desafios - Aula 4: Vídeo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) Os desafios a seguir são projetados para aprofundar o seu conhecimento e habilidades na criação de vídeos com IA, incentivando a criatividade e a aplicação prática em cenários mais complexos. ## Desafio 1: Campanha de Marketing Completa com IA (Individual ou em Grupo) **Objetivo:** Desenvolver uma campanha de marketing em vídeo utilizando múltiplas ferramentas de IA, focando na consistência da marca e na narrativa. **Cenário Angolano:** Escolha uma das seguintes empresas angolanas (ou uma à sua escolha) e crie uma campanha de marketing em vídeo para o lançamento de um novo produto ou serviço: * **Africell:** Lançamento de um novo plano de dados móveis com benefícios exclusivos para jovens. * **Kero:** Promoção de uma nova linha de produtos alimentares saudáveis e locais. * **Macon:** Campanha para um novo serviço de transporte interprovincial com foco no conforto e segurança. **Instruções:** 1. **Conceito:** Defina o conceito da campanha, o público-alvo e a mensagem principal. 2. **Guião:** Crie um guião detalhado par
desafios_aula5.md	md	cf10e519e556e55a082a82bcdf2c05108bcb60a8aa26c5c57f388c912c1af672	REFERENCE;TEMPLATE	# Desafios - Aula 5: Projeto Final - Criar uma Marca Completa **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Módulo:** Projeto Final: Criar uma Marca Completa **Instituição:** GAG Labs (Divisão de Formação da GAG Visual) **Slogan:** "Soluções com propósito, inovação com raízes." **Localização:** Kilamba, Luanda, Angola | **NIF:** 5001654063 --- ## Introdução Estes desafios são para aqueles que desejam ir além do básico e explorar as capacidades das ferramentas de IA de forma mais aprofundada, aplicando-as a cenários mais complexos e criativos no contexto angolano. ## Desafio 1: Expansão da Identidade Visual (Avançado) **Objetivo:** Desenvolver elementos adicionais da identidade visual da tua marca. 1. **Criação de Padrões e Texturas:** Utiliza o **Leonardo AI** ou **Ideogram** para gerar padrões e texturas que complementem o teu logótipo e paleta de cores. Pensa em elementos culturais angolanos que possam ser incorporados de forma abstrata. * *Prompt Exemplo:* `"Gera um padrão abstrato inspirado em tecidos angolanos, com as cores [tuas cores], para a marca [Nome da tua marca]."` 2. **Mockups de Aplicação:** Usa o **Canva AI** para
estrutura_geral_curso.md	md	b0955e6cb183833bcef9127f38ec40b8515085a9c65aed27940213cbd6ee7846	WORKFLOW;KNOWLEDGE	# Estrutura Geral do Curso: IA na Prática para Trabalho, Negócios e Produtividade **Marca:** GAG Visual / GAG Labs **Slogan:** "Soluções com propósito, inovação com raízes." **NIF:** 5001654063 | Kilamba, Luanda, Angola ## Visão Geral do Curso Este curso foi concebido para capacitar indivíduos e profissionais em Angola, sem experiência prévia em Inteligência Artificial, a integrar ferramentas de IA no seu dia a dia profissional e empresarial. O foco é prático, com exemplos e casos adaptados à realidade angolana, visando aumentar a produtividade, otimizar negócios e impulsionar a inovação. ## Público-Alvo Pessoas sem experiência em IA, Empreendedores, Funcionários, Estudantes, Profissionais liberais, Pequenos empresários. ## Estrutura das Aulas ### AULA 1: Introdução à IA e Conversando com Modelos de Linguagem (2 horas) **Objetivo:** Os alunos aprenderem a conversar com uma IA e a compreender os conceitos fundamentais por trás dos modelos de linguagem. Exploração de ferramentas como ChatGPT, Claude, Copilot, Gemini e Perplexity, com foco na sua aplicação prática no contexto angolano. ### AULA 2: IA para Produtividade Pessoal e Profissional (2 horas) *
Estrutura_Geral_do_Curso__IA_na_Prática_para_Traba.md	md	b0955e6cb183833bcef9127f38ec40b8515085a9c65aed27940213cbd6ee7846	WORKFLOW;KNOWLEDGE	# Estrutura Geral do Curso: IA na Prática para Trabalho, Negócios e Produtividade **Marca:** GAG Visual / GAG Labs **Slogan:** "Soluções com propósito, inovação com raízes." **NIF:** 5001654063 | Kilamba, Luanda, Angola ## Visão Geral do Curso Este curso foi concebido para capacitar indivíduos e profissionais em Angola, sem experiência prévia em Inteligência Artificial, a integrar ferramentas de IA no seu dia a dia profissional e empresarial. O foco é prático, com exemplos e casos adaptados à realidade angolana, visando aumentar a produtividade, otimizar negócios e impulsionar a inovação. ## Público-Alvo Pessoas sem experiência em IA, Empreendedores, Funcionários, Estudantes, Profissionais liberais, Pequenos empresários. ## Estrutura das Aulas ### AULA 1: Introdução à IA e Conversando com Modelos de Linguagem (2 horas) **Objetivo:** Os alunos aprenderem a conversar com uma IA e a compreender os conceitos fundamentais por trás dos modelos de linguagem. Exploração de ferramentas como ChatGPT, Claude, Copilot, Gemini e Perplexity, com foco na sua aplicação prática no contexto angolano. ### AULA 2: IA para Produtividade Pessoal e Profissional (2 horas) *
exercicios_aula1.md	md	fd4a5b702495e72458e90f0f5025bfe0a0aa931fa67c14a951090a49b12b45d2	REFERENCE;TEMPLATE	# Exercícios - Aula 1: Introdução à IA e Conversando com Modelos de Linguagem **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Módulo:** Aula 1 - Introdução à IA (2 horas) Estes exercícios foram concebidos para o(a) ajudar a praticar a interação com as ferramentas de Inteligência Artificial conversacional e a aplicar os conceitos aprendidos em cenários práticos, com foco na realidade angolana. ## Exercício 1: Explorando as IAs (15 minutos) **Objetivo:** Familiarizar-se com a interface e as funcionalidades básicas de diferentes IAs. **Instruções:** 1. Aceda a pelo menos duas das seguintes plataformas de IA (se possível, uma que já conheça e uma nova): * ChatGPT (chat.openai.com) * Claude (claude.ai) * Copilot (copilot.microsoft.com ou através do navegador Edge) * Gemini (gemini.google.com) * Perplexity AI (perplexity.ai) 2. Em cada plataforma, faça as seguintes perguntas: * "Olá, como te chamas?" * "Qual é a capital de Angola?" * "Podes resumir a história recente de Angola em 3 parágrafos?" 3. Observe as diferenças nas respostas, na forma como a informação é apresentada e na interface de cada IA. **Questões para Reflexão:** * Qual
exercicios_aula2.md	md	0c1c2387a18d3efa056c2c0bd17c0577bad8ba7576b6b420091d7d7278f8a526	REFERENCE;TEMPLATE	# Exercícios - Aula 2: Produção de Conteúdo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) **Objetivo:** Praticar a criação de documentos profissionais e conteúdo para redes sociais usando ferramentas de IA. ## Instruções Gerais: Para a realização dos exercícios, os alunos devem utilizar as ferramentas de IA (ChatGPT, Claude, Copilot, Gemini). É fundamental adaptar os prompts e os resultados ao contexto angolano sempre que possível, e é crucial revisar e refinar o conteúdo gerado pela IA para garantir a sua qualidade e adequação. ## Exercício 1: Currículo e Carta de Apresentação **Cenário:** Imagine que é um recém-licenciado em Marketing Digital pela Universidade Agostinho Neto e está a candidatar-se a uma vaga de "Especialista em Marketing Digital" numa agência de publicidade em Luanda. **Tarefa:** Para este exercício, o aluno deve utilizar uma ferramenta de IA para gerar um rascunho de um currículo, destacando qualificações e experiências relevantes, mesmo que fictícias. Com base neste currículo, a mesma ferramenta de IA deverá ser usada para criar uma carta de apresentação para a 
exercicios_aula3.md	md	97d9668a57782287468a810bb326cbd81071fa5945be230e7c390a12e06c2479	REFERENCE;TEMPLATE	# Exercícios - Aula 3: Design com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) --- ## Introdução Estes exercícios foram concebidos para consolidar o seu conhecimento e habilidades na criação de materiais visuais utilizando ferramentas de Inteligência Artificial. Todos os cenários são adaptados à realidade angolana para que possa aplicar o que aprendeu em contextos relevantes e práticos. ## Exercício 1: Criação de Logótipo com IA **Cenário:** Um novo restaurante de comida tradicional angolana, chamado "Sabores da Terra", vai abrir no bairro do Kinaxixi, em Luanda. Eles precisam de um logótipo que transmita a riqueza da culinária local e a cultura angolana. **Tarefa:** Utilizando uma das ferramentas de IA apresentadas (Canva AI, Leonardo AI, Ideogram, Adobe Firefly, Microsoft Designer), crie um logótipo para o restaurante "Sabores da Terra". **Requisitos:** * O logótipo deve ser original e visualmente apelativo. * Deve incorporar elementos que remetam à cultura angolana (ex: padrões, cores da bandeira, elementos da natureza angolana). * O nome "Sabores da Terra" deve ser claramente visível e integrado
exercicios_aula4.md	md	08b73a23d01fa18638c9d0490f758e3cc61d2be2aa4bbf779a9250889c0f2f5c	REFERENCE;TEMPLATE	# Exercícios - Aula 4: Vídeo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) ## Exercício 1: Análise de Vídeos com IA (Individual) **Objetivo:** Identificar o uso de IA em vídeos promocionais e institucionais. **Instruções:** 1. Assista a dois vídeos promocionais de empresas angolanas (ex: um anúncio da Unitel e um vídeo institucional do Banco BAI). 2. Para cada vídeo, tente identificar onde a Inteligência Artificial poderia ter sido utilizada na sua criação (ex: geração de script, narração, edição, legendas automáticas, otimização de cores, etc.). 3. Escreva um pequeno parágrafo (50-100 palavras) para cada vídeo, descrevendo as suas observações e justificando as suas suposições. **Tempo Estimado:** 15 minutos ## Exercício 2: Criação de Guião para IA (Individual) **Objetivo:** Desenvolver um guião conciso e claro, otimizado para ferramentas de Text-to-Video. **Instruções:** 1. Escolha um dos seguintes cenários angolanos: * Um novo prato no menu de um restaurante popular em Luanda (ex: *Lookal*). * A promoção de uma nova coleção de roupa numa loja no *Kilamba*. * Um serviço de en
exercicios_aula5.md	md	bbcccadd7d4308fec4b3242d8cd9d3438bac9b7817cb681852520bfeb055cf92	REFERENCE;TEMPLATE	# Exercícios - Aula 5: Projeto Final - Criar uma Marca Completa **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Módulo:** Projeto Final: Criar uma Marca Completa **Instituição:** GAG Labs (Divisão de Formação da GAG Visual) **Slogan:** "Soluções com propósito, inovação com raízes." **Localização:** Kilamba, Luanda, Angola | **NIF:** 5001654063 --- ## Introdução Estes exercícios foram concebidos para te guiar na criação da tua marca completa, aplicando as ferramentas de Inteligência Artificial que aprendeste. O objetivo é que cada etapa te ajude a construir um projeto coeso e inovador, com foco no contexto angolano. ## Exercício 1: Conceção da Marca e Nome (30 minutos) **Objetivo:** Definir o conceito da tua marca e gerar um nome apelativo. 1. **Escolhe um Setor:** Pensa num setor de atividade em Angola que te interesse. Pode ser tecnologia, agricultura, turismo, serviços, comércio, etc. Justifica a tua escolha. * *Exemplo:* "Escolho o setor de tecnologia para criar uma aplicação de entrega de produtos agrícolas frescos diretamente do produtor ao consumidor em Luanda." 2. **Define o Problema/Oportunidade:** Que problema a tua marca 
Exercícios_-_Aula_1__Introdução_à_IA_e_Conversando.md	md	fd4a5b702495e72458e90f0f5025bfe0a0aa931fa67c14a951090a49b12b45d2	REFERENCE	# Exercícios - Aula 1: Introdução à IA e Conversando com Modelos de Linguagem **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Módulo:** Aula 1 - Introdução à IA (2 horas) Estes exercícios foram concebidos para o(a) ajudar a praticar a interação com as ferramentas de Inteligência Artificial conversacional e a aplicar os conceitos aprendidos em cenários práticos, com foco na realidade angolana. ## Exercício 1: Explorando as IAs (15 minutos) **Objetivo:** Familiarizar-se com a interface e as funcionalidades básicas de diferentes IAs. **Instruções:** 1. Aceda a pelo menos duas das seguintes plataformas de IA (se possível, uma que já conheça e uma nova): * ChatGPT (chat.openai.com) * Claude (claude.ai) * Copilot (copilot.microsoft.com ou através do navegador Edge) * Gemini (gemini.google.com) * Perplexity AI (perplexity.ai) 2. Em cada plataforma, faça as seguintes perguntas: * "Olá, como te chamas?" * "Qual é a capital de Angola?" * "Podes resumir a história recente de Angola em 3 parágrafos?" 3. Observe as diferenças nas respostas, na forma como a informação é apresentada e na interface de cada IA. **Questões para Reflexão:** * Qual
Exercícios_-_Aula_3__Design_com_IA(1).md	md	97d9668a57782287468a810bb326cbd81071fa5945be230e7c390a12e06c2479	REFERENCE	# Exercícios - Aula 3: Design com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) --- ## Introdução Estes exercícios foram concebidos para consolidar o seu conhecimento e habilidades na criação de materiais visuais utilizando ferramentas de Inteligência Artificial. Todos os cenários são adaptados à realidade angolana para que possa aplicar o que aprendeu em contextos relevantes e práticos. ## Exercício 1: Criação de Logótipo com IA **Cenário:** Um novo restaurante de comida tradicional angolana, chamado "Sabores da Terra", vai abrir no bairro do Kinaxixi, em Luanda. Eles precisam de um logótipo que transmita a riqueza da culinária local e a cultura angolana. **Tarefa:** Utilizando uma das ferramentas de IA apresentadas (Canva AI, Leonardo AI, Ideogram, Adobe Firefly, Microsoft Designer), crie um logótipo para o restaurante "Sabores da Terra". **Requisitos:** * O logótipo deve ser original e visualmente apelativo. * Deve incorporar elementos que remetam à cultura angolana (ex: padrões, cores da bandeira, elementos da natureza angolana). * O nome "Sabores da Terra" deve ser claramente visível e integrado
Exercícios_-_Aula_3__Design_com_IA.md	md	97d9668a57782287468a810bb326cbd81071fa5945be230e7c390a12e06c2479	REFERENCE	# Exercícios - Aula 3: Design com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) --- ## Introdução Estes exercícios foram concebidos para consolidar o seu conhecimento e habilidades na criação de materiais visuais utilizando ferramentas de Inteligência Artificial. Todos os cenários são adaptados à realidade angolana para que possa aplicar o que aprendeu em contextos relevantes e práticos. ## Exercício 1: Criação de Logótipo com IA **Cenário:** Um novo restaurante de comida tradicional angolana, chamado "Sabores da Terra", vai abrir no bairro do Kinaxixi, em Luanda. Eles precisam de um logótipo que transmita a riqueza da culinária local e a cultura angolana. **Tarefa:** Utilizando uma das ferramentas de IA apresentadas (Canva AI, Leonardo AI, Ideogram, Adobe Firefly, Microsoft Designer), crie um logótipo para o restaurante "Sabores da Terra". **Requisitos:** * O logótipo deve ser original e visualmente apelativo. * Deve incorporar elementos que remetam à cultura angolana (ex: padrões, cores da bandeira, elementos da natureza angolana). * O nome "Sabores da Terra" deve ser claramente visível e integrado
faq_aula2.md	md	325dd8b8da7fbc4c1e410bc2a4df462466a674b583b6da870d95046cffd64f5a	REFERENCE;TEMPLATE	# Perguntas Frequentes (FAQ) - Aula 2: Produção de Conteúdo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) Esta secção aborda as perguntas mais comuns sobre a utilização da Inteligência Artificial na produção de conteúdo, com foco nos tópicos abordados na Aula 2. ## 1. O que é IA generativa e como ela se aplica à criação de conteúdo? **Resposta:** IA generativa refere-se a modelos de inteligência artificial capazes de criar novos dados (texto, imagens, áudio, etc.) que se assemelham aos dados com os quais foram treinados. Na criação de conteúdo, isso significa que a IA pode gerar rascunhos de textos, ideias, legendas para redes sociais, e-mails, entre outros, a partir de prompts ou instruções dadas pelo utilizador. ## 2. Preciso de ser um especialista em IA para usar estas ferramentas? **Resposta:** Não. As ferramentas como ChatGPT, Claude, Copilot e Gemini são projetadas para serem intuitivas e fáceis de usar, mesmo para quem não tem experiência prévia em IA. O mais importante é aprender a formular prompts eficazes e a refinar o conteúdo gerado. ## 3. Qual a diferença entre ChatGPT, Cla
faq_aula4.md	md	e2738170857665dbaac13a706e686b97c31c0ee1e72321cb25e095a004b76e7f	REFERENCE;TEMPLATE	# Perguntas Frequentes (FAQ) - Aula 4: Vídeo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) ## Dúvidas Comuns sobre Vídeo com IA **P: As ferramentas de IA para vídeo são gratuitas?** **R:** Muitas ferramentas de IA para vídeo oferecem versões gratuitas com funcionalidades limitadas ou períodos de teste. Para uso profissional e acesso a todas as funcionalidades, geralmente é necessário subscrever planos pagos. É importante verificar os termos de cada plataforma. **P: Preciso de ter experiência prévia em edição de vídeo para usar estas ferramentas?** **R:** Não, uma das grandes vantagens das ferramentas de IA é que elas democratizam a criação de vídeo. Foram projetadas para serem intuitivas e acessíveis, permitindo que mesmo iniciantes produzam conteúdo de qualidade profissional sem a necessidade de conhecimentos avançados em edição. **P: A qualidade dos vídeos gerados por IA é boa o suficiente para uso profissional?** **R:** Sim, as ferramentas mais avançadas, como Google Flow (Veo 3.1) e Runway Gen-3 Alpha, são capazes de produzir vídeos de alta qualidade, com realismo e detalhes que muita
Guia_Roteiros_e_Prompts_Cinematograficos.docx	docx	52cb515a58bdfe9e0b2427fbb0bfe38e1eb8b12b53ada71a91e2ff42e34213c7	SKILL_CANDIDATE;TEMPLATE	 Guia de Criação de Roteiros e Prompts Cinematográficos Princípios Gerais Manter o roteiro original; acrescentar apenas metadados e regras quando necessário. Instruções técnicas, metadados, câmaras, iluminação, continuidade e prompts negativos em inglês. Todo o diálogo, voz-off e falas em Português (Angola). Usar estrutura fixa: METADATA_CORE → LANGUAGE_RULES → VISUAL_STYLE → GLOBAL_RULES → CHARACTER_LOCK → STORY_CORE/CONTINUITY → ROTEIRO → NEGATIVE_PROMPT. Criar um CHARACTER_LOCK para preservar identidade (rosto, idade, etnia, cabelo, voz, roupa quando aplicável). Preservar continuidade de personagens, objetos, cenários, emoções e cronologia. Realismo cinematográfico: RAW, full-frame, pele natural, imperfeições reais, iluminação natural, lente 85 mm, profundidade de campo rasa quando adequado. Personagens angolanos e ambientes autênticos de Angola quando a história assim o exigir. Nunca inserir legendas, texto, logótipos, marcas de água ou elementos gráficos, salvo pedido explícito. Prompt negativo robusto para impedir legendas, duplicações, deriva de identidade, CGI, cartoon, erros anatómicos e falhas de sincronização labial. Os di�
Instrucoes_Projeto_GAG_Visual-1.md	md	d56002efc7c457e5425c896fbf433f287883cac450e4dee7e978707ac93f08b1	WORKFLOW;KNOWLEDGE	# Instruções do Projeto — GAG Visual *Cola este texto no campo "Instruções do Projeto" ao criares o projeto "GAG Visual" no Claude* --- Eu sou Josemar Lukeni Gaspar do Amaral Gourgel, dono da GAG Visual, uma agência de design e marketing digital em Luanda, Angola (Kilamba). Trabalho também como técnico de operações bancárias no BPC e estudo Análise e Desenvolvimento de Sistemas (ADS) na AIEC. ## Como quero que trabalhes comigo - Age como mentor prático e "segurança" do negócio: dá conselhos honestos, grounded, sem inflar resultados. - Nunca apresentes projeções, métricas ou "sistemas completos" como reais sem confirmação factual. - Sinaliza sempre riscos de segurança (credenciais expostas, esquemas de investimento suspeitos, etc.) antes de qualquer outra coisa. - Não dês aconselhamento jurídico vinculativo — explica como as coisas normalmente funcionam em Angola, mas recomenda advogado/Conservatória para questões com peso legal real. - Prefiro instruções diretas, valores exatos, e ser corrigido quando algo que fiz está errado ou é fabricado (já aconteceu com relatórios do "Manus AI"). ## Dados fixos da empresa (verdadeiros e confirmados) - **Firm
Instrucoes_Projeto_GAG_Visual-2.md	md	d56002efc7c457e5425c896fbf433f287883cac450e4dee7e978707ac93f08b1	WORKFLOW;KNOWLEDGE	# Instruções do Projeto — GAG Visual *Cola este texto no campo "Instruções do Projeto" ao criares o projeto "GAG Visual" no Claude* --- Eu sou Josemar Lukeni Gaspar do Amaral Gourgel, dono da GAG Visual, uma agência de design e marketing digital em Luanda, Angola (Kilamba). Trabalho também como técnico de operações bancárias no BPC e estudo Análise e Desenvolvimento de Sistemas (ADS) na AIEC. ## Como quero que trabalhes comigo - Age como mentor prático e "segurança" do negócio: dá conselhos honestos, grounded, sem inflar resultados. - Nunca apresentes projeções, métricas ou "sistemas completos" como reais sem confirmação factual. - Sinaliza sempre riscos de segurança (credenciais expostas, esquemas de investimento suspeitos, etc.) antes de qualquer outra coisa. - Não dês aconselhamento jurídico vinculativo — explica como as coisas normalmente funcionam em Angola, mas recomenda advogado/Conservatória para questões com peso legal real. - Prefiro instruções diretas, valores exatos, e ser corrigido quando algo que fiz está errado ou é fabricado (já aconteceu com relatórios do "Manus AI"). ## Dados fixos da empresa (verdadeiros e confirmados) - **Firm
Instrucoes_Projeto_GAG_Visual.md	md	d56002efc7c457e5425c896fbf433f287883cac450e4dee7e978707ac93f08b1	WORKFLOW;KNOWLEDGE	# Instruções do Projeto — GAG Visual *Cola este texto no campo "Instruções do Projeto" ao criares o projeto "GAG Visual" no Claude* --- Eu sou Josemar Lukeni Gaspar do Amaral Gourgel, dono da GAG Visual, uma agência de design e marketing digital em Luanda, Angola (Kilamba). Trabalho também como técnico de operações bancárias no BPC e estudo Análise e Desenvolvimento de Sistemas (ADS) na AIEC. ## Como quero que trabalhes comigo - Age como mentor prático e "segurança" do negócio: dá conselhos honestos, grounded, sem inflar resultados. - Nunca apresentes projeções, métricas ou "sistemas completos" como reais sem confirmação factual. - Sinaliza sempre riscos de segurança (credenciais expostas, esquemas de investimento suspeitos, etc.) antes de qualquer outra coisa. - Não dês aconselhamento jurídico vinculativo — explica como as coisas normalmente funcionam em Angola, mas recomenda advogado/Conservatória para questões com peso legal real. - Prefiro instruções diretas, valores exatos, e ser corrigido quando algo que fiz está errado ou é fabricado (já aconteceu com relatórios do "Manus AI"). ## Dados fixos da empresa (verdadeiros e confirmados) - **Firm
Lista_de_Prompts_Úteis_-_Aula_1__Introdução_à_IA_e.pdf	pdf	62e94e8492ee970f9003e7ea47395982aa9d995c7e4de97af32bacf68e20a752	REFERENCE;SKILL_CANDIDATE	Lista de Prompts Úteis - Aula 1: Introdução à IA e Conversando com Modelos de Linguagem Curso: IA na Prática para Trabalho, Negócios e Produtividade Módulo: Aula 1 - Introdução à IA (2 horas) Esta lista contém exemplos de prompts que pode usar para interagir com as ferramentas de Inteligência Artificial conversacional. Lembre-se de adaptar e refinar estes prompts de acordo com as suas necessidades e o contexto específico. 1. Prompts para Introdução e Familiarização • "Olá, como te chamas e qual é a tua função?" • "Podes explicar o que é Inteligência Artificial de forma simples para um iniciante?" • "Quais são as principais diferenças entre o ChatGPT e o Gemini?" • "Resume as tuas capacidades em três frases." 2. Prompts para Negócios e Empreendedorismo (Contexto Angolano) • "Sou um empreendedor em Luanda a iniciar um negócio de venda de produtos agrícolas orgânicos. Preciso de 5 ideias de nomes criativos para a minha empresa." • "Cria um rascunho de um plano de marketing para uma pequena loja de roupa tradicional angolana no Mercado do Kinaxixi, focando nas redes sociais." • "Gera 3 slogans cativantes para uma empresa de catering em Talato
Lista_de_Prompts_Úteis_-_Aula_2__Produção_de_Conte.md	md	95b75ee85355c994bc44b04f6d25f062a098b8b77d5d09bd4462b4baec3883e0	REFERENCE;SKILL_CANDIDATE	# Lista de Prompts Úteis - Aula 2: Produção de Conteúdo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) Esta lista contém exemplos de prompts que podem ser utilizados nas ferramentas de IA (ChatGPT, Claude, Copilot, Gemini) para gerar diferentes tipos de conteúdo, com foco na adaptação ao contexto angolano. ## 1. Para Currículos e Cartas de Apresentação * **Currículo:** "Crie um currículo para um [cargo, ex: Gestor de Projetos] com [X anos] de experiência em [área, ex: telecomunicações] e habilidades em [habilidades, ex: liderança de equipas, análise de dados]. Inclua secções para experiência profissional, educação e habilidades. Adapte para o mercado de trabalho em Luanda, Angola." * **Carta de Apresentação:** "Escreva uma carta de apresentação para a vaga de [cargo, ex: Analista Financeiro] na empresa [nome da empresa, ex: Banco Económico], destacando minha experiência em [experiência relevante, ex: análise de mercado, gestão de carteiras] e como posso contribuir para o crescimento da empresa em Angola." * **Otimização de Currículo:** "Revise o seguinte currículo para a vaga de [car
